Time,Level,Host,Service,Log,CompleteLog
2025-01-21T02:17:52.146Z,In(05),host-2377,vpxd,Running the API Health command as user vpxd,2025-01-21T02:17:52.146Z In(05) host-2377 <vpxd> Running the API Health command as user vpxd
2025-01-21T02:17:52.146Z,In(05),host-2377,vpxd-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml,2025-01-21T02:17:52.146Z In(05) host-2377 <vpxd-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml
2025-01-21T02:17:52.146Z,In(05),host-2377,vpxd-svcs,Running the API Health command as user vpxd-svcs,2025-01-21T02:17:52.146Z In(05) host-2377 <vpxd-svcs> Running the API Health command as user vpxd-svcs
2025-01-21T02:17:52.146Z,In(05),host-2377,vpxd-svcs-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30,2025-01-21T02:17:52.146Z In(05) host-2377 <vpxd-svcs-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30
2025-01-21T02:17:52.336Z,In(05),host-2377,rbd,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:17:52.336Z In(05) host-2377 <rbd> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:17:52.336Z,In(05),host-2377,pschealth,Running the API Health command as user pschealth,2025-01-21T02:17:52.336Z In(05) host-2377 <pschealth> Running the API Health command as user pschealth
2025-01-21T02:17:52.336Z,In(05),host-2377,pschealth-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py,2025-01-21T02:17:52.336Z In(05) host-2377 <pschealth-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py
2025-01-21T02:17:52.341Z,In(05),host-2377,wcp,Running the API Health command as user wcp,2025-01-21T02:17:52.341Z In(05) host-2377 <wcp> Running the API Health command as user wcp
2025-01-21T02:17:52.341Z,In(05),host-2377,wcp-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10,2025-01-21T02:17:52.341Z In(05) host-2377 <wcp-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10
2025-01-21T02:17:52.560Z,In(05),host-2377,,In(05) host-2377 Successfully executed service batch operation API_HEALTH.,2025-01-21T02:17:52.560Z In(05) host-2377 Successfully executed service batch operation API_HEALTH.
2025-01-21T02:22:52.561Z,In(05),host-2377,,"In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=42","2025-01-21T02:22:52.561Z In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=42"
2025-01-21T02:22:52.561Z,In(05),host-2377,envoy-sidecar,Running the API Health command as user envoy-sidecar,2025-01-21T02:22:52.561Z In(05) host-2377 <envoy-sidecar> Running the API Health command as user envoy-sidecar
2025-01-21T02:22:52.561Z,In(05),host-2377,envoy-sidecar-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py,2025-01-21T02:22:52.561Z In(05) host-2377 <envoy-sidecar-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py
2025-01-21T02:22:52.562Z,In(05),host-2377,netdumper,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:22:52.562Z In(05) host-2377 <netdumper> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:22:52.562Z,In(05),host-2377,vmware-vpostgres,Running the API Health command as user vpostgres,2025-01-21T02:22:52.562Z In(05) host-2377 <vmware-vpostgres> Running the API Health command as user vpostgres
2025-01-21T02:22:52.562Z,In(05),host-2377,vmware-vpostgres-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml,2025-01-21T02:22:52.562Z In(05) host-2377 <vmware-vpostgres-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml
2025-01-21T02:22:52.563Z,In(05),host-2377,vcha,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:22:52.563Z In(05) host-2377 <vcha> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:22:52.563Z,In(05),host-2377,eam,Running the API Health command as user eam,2025-01-21T02:22:52.563Z In(05) host-2377 <eam> Running the API Health command as user eam
2025-01-21T02:22:52.563Z,In(05),host-2377,eam-healthcmd,Constructed command: /usr/bin/python -B /usr/lib/vmware-eam/watchdog/vmon/healthCommandVmon.py /etc/vmware/../vmware-eam/catalina.properties,2025-01-21T02:22:52.563Z In(05) host-2377 <eam-healthcmd> Constructed command: /usr/bin/python -B /usr/lib/vmware-eam/watchdog/vmon/healthCommandVmon.py /etc/vmware/../vmware-eam/catalina.properties
2025-01-21T02:22:52.564Z,In(05),host-2377,rhttpproxy,Running the API Health command as user rhttpproxy,2025-01-21T02:22:52.564Z In(05) host-2377 <rhttpproxy> Running the API Health command as user rhttpproxy
2025-01-21T02:22:52.564Z,In(05),host-2377,rhttpproxy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py,2025-01-21T02:22:52.564Z In(05) host-2377 <rhttpproxy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py
2025-01-21T02:22:52.564Z,In(05),host-2377,envoy,Running the API Health command as user envoy,2025-01-21T02:22:52.564Z In(05) host-2377 <envoy> Running the API Health command as user envoy
2025-01-21T02:22:52.565Z,In(05),host-2377,envoy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py,2025-01-21T02:22:52.565Z In(05) host-2377 <envoy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py
2025-01-21T02:22:52.565Z,In(05),host-2377,envoy-hgw,Running the API Health command as user envoy-hgw,2025-01-21T02:22:52.565Z In(05) host-2377 <envoy-hgw> Running the API Health command as user envoy-hgw
2025-01-21T02:22:52.565Z,In(05),host-2377,envoy-hgw-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py,2025-01-21T02:22:52.565Z In(05) host-2377 <envoy-hgw-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py
2025-01-21T02:22:52.796Z,In(05),host-2377,vtsdb,Running the API Health command as user vtsdbuser,2025-01-21T02:22:52.796Z In(05) host-2377 <vtsdb> Running the API Health command as user vtsdbuser
2025-01-21T02:22:52.796Z,In(05),host-2377,vtsdb-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vtsdb -f /dev/shm/vmware-vtsdb-health-status.xml,2025-01-21T02:22:52.796Z In(05) host-2377 <vtsdb-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vtsdb -f /dev/shm/vmware-vtsdb-health-status.xml
2025-01-21T02:22:52.796Z,In(05),host-2377,vmware-postgres-archiver,Running the API Health command as user vpostgres,2025-01-21T02:22:52.796Z In(05) host-2377 <vmware-postgres-archiver> Running the API Health command as user vpostgres
2025-01-21T02:22:52.796Z,In(05),host-2377,vmware-postgres-archiver-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml,2025-01-21T02:22:52.796Z In(05) host-2377 <vmware-postgres-archiver-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml
2025-01-21T02:22:52.936Z,In(05),host-2377,lookupsvc,Running the API Health command as user lookupsvc,2025-01-21T02:22:52.936Z In(05) host-2377 <lookupsvc> Running the API Health command as user lookupsvc
2025-01-21T02:22:52.936Z,In(05),host-2377,lookupsvc-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log,2025-01-21T02:22:52.936Z In(05) host-2377 <lookupsvc-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log
2025-01-21T02:22:52.936Z,In(05),host-2377,vc-ws1a-broker,Running the API Health command as user,2025-01-21T02:22:52.936Z In(05) host-2377 <vc-ws1a-broker> Running the API Health command as user
2025-01-21T02:22:52.936Z,In(05),host-2377,vc-ws1a-broker-healthcmd,Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh,2025-01-21T02:22:52.936Z In(05) host-2377 <vc-ws1a-broker-healthcmd> Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh
2025-01-21T02:22:53.150Z,In(05),host-2377,sps,Running the API Health command as user sps,2025-01-21T02:22:53.150Z In(05) host-2377 <sps> Running the API Health command as user sps
2025-01-21T02:22:53.151Z,In(05),host-2377,sps-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30,2025-01-21T02:22:53.151Z In(05) host-2377 <sps-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30
2025-01-21T02:22:53.151Z,In(05),host-2377,trustmanagement,Running the API Health command as user trustmanagement,2025-01-21T02:22:53.151Z In(05) host-2377 <trustmanagement> Running the API Health command as user trustmanagement
2025-01-21T02:22:53.151Z,In(05),host-2377,trustmanagement-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n trustmanagement -f /var/lib/trustmanagement/trustmanagement-health.xml -t 30,2025-01-21T02:22:53.151Z In(05) host-2377 <trustmanagement-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n trustmanagement -f /var/lib/trustmanagement/trustmanagement-health.xml -t 30
2025-01-21T02:22:53.151Z,In(05),host-2377,vapi-endpoint,Running the API Health command as user vapiEndpoint,2025-01-21T02:22:53.151Z In(05) host-2377 <vapi-endpoint> Running the API Health command as user vapiEndpoint
2025-01-21T02:22:53.151Z,In(05),host-2377,vapi-endpoint-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30,2025-01-21T02:22:53.151Z In(05) host-2377 <vapi-endpoint-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30
2025-01-21T02:22:53.151Z,In(05),host-2377,sts,Running the API Health command as user sts,2025-01-21T02:22:53.151Z In(05) host-2377 <sts> Running the API Health command as user sts
2025-01-21T02:22:53.151Z,In(05),host-2377,sts-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py,2025-01-21T02:22:53.151Z In(05) host-2377 <sts-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py
2025-01-21T02:22:54.721Z,In(05),host-2377,vpxd,Running the API Health command as user vpxd,2025-01-21T02:22:54.721Z In(05) host-2377 <vpxd> Running the API Health command as user vpxd
2025-01-21T02:22:54.721Z,In(05),host-2377,vpxd-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml,2025-01-21T02:22:54.721Z In(05) host-2377 <vpxd-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml
2025-01-21T02:22:54.721Z,In(05),host-2377,sca,Running the API Health command as user sca,2025-01-21T02:22:54.721Z In(05) host-2377 <sca> Running the API Health command as user sca
2025-01-21T02:22:54.721Z,In(05),host-2377,sca-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-sca/scriptbin/sca-health.py,2025-01-21T02:22:54.721Z In(05) host-2377 <sca-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-sca/scriptbin/sca-health.py
2025-01-21T02:22:54.721Z,In(05),host-2377,cis-license,Running the API Health command as user cis-license,2025-01-21T02:22:54.721Z In(05) host-2377 <cis-license> Running the API Health command as user cis-license
2025-01-21T02:22:54.721Z,In(05),host-2377,cis-license-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n cis-license -u /ls/healthstatus -t 30,2025-01-21T02:22:54.721Z In(05) host-2377 <cis-license-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n cis-license -u /ls/healthstatus -t 30
2025-01-21T02:22:54.722Z,In(05),host-2377,vmonapi,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:22:54.722Z In(05) host-2377 <vmonapi> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:22:54.722Z,In(05),host-2377,vpxd-svcs,Running the API Health command as user vpxd-svcs,2025-01-21T02:22:54.722Z In(05) host-2377 <vpxd-svcs> Running the API Health command as user vpxd-svcs
2025-01-21T02:22:54.722Z,In(05),host-2377,vpxd-svcs-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30,2025-01-21T02:22:54.722Z In(05) host-2377 <vpxd-svcs-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30
2025-01-21T02:22:54.922Z,In(05),host-2377,vmcam,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:22:54.922Z In(05) host-2377 <vmcam> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:22:54.922Z,In(05),host-2377,imagebuilder,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:22:54.922Z In(05) host-2377 <imagebuilder> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:22:54.922Z,In(05),host-2377,vsan-health,Running the API Health command as user vsan-health,2025-01-21T02:22:54.922Z In(05) host-2377 <vsan-health> Running the API Health command as user vsan-health
2025-01-21T02:22:54.922Z,In(05),host-2377,vsan-health-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vpx/vsan-health/vsanhealth-vmon-apihealth.py,2025-01-21T02:22:54.922Z In(05) host-2377 <vsan-health-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vpx/vsan-health/vsanhealth-vmon-apihealth.py
2025-01-21T02:22:54.922Z,In(05),host-2377,pschealth,Running the API Health command as user pschealth,2025-01-21T02:22:54.922Z In(05) host-2377 <pschealth> Running the API Health command as user pschealth
2025-01-21T02:22:54.922Z,In(05),host-2377,pschealth-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py,2025-01-21T02:22:54.922Z In(05) host-2377 <pschealth-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py
2025-01-21T02:22:54.923Z,In(05),host-2377,vlcm,Running the API Health command as user,2025-01-21T02:22:54.923Z In(05) host-2377 <vlcm> Running the API Health command as user
2025-01-21T02:22:54.923Z,In(05),host-2377,vlcm-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vlcm/firstboot/vlcm_check_health.py,2025-01-21T02:22:54.923Z In(05) host-2377 <vlcm-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vlcm/firstboot/vlcm_check_health.py
2025-01-21T02:22:54.923Z,In(05),host-2377,analytics,Running the API Health command as user analytics,2025-01-21T02:22:54.923Z In(05) host-2377 <analytics> Running the API Health command as user analytics
2025-01-21T02:22:54.923Z,In(05),host-2377,analytics-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n analytics -u /analytics/healthstatus -t 30,2025-01-21T02:22:54.923Z In(05) host-2377 <analytics-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n analytics -u /analytics/healthstatus -t 30
2025-01-21T02:22:54.923Z,In(05),host-2377,vsm,Running the API Health command as user vsm,2025-01-21T02:22:54.923Z In(05) host-2377 <vsm> Running the API Health command as user vsm
2025-01-21T02:22:54.923Z,In(05),host-2377,vsm-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vsm -u /vsm/healthstatus -t 20,2025-01-21T02:22:54.923Z In(05) host-2377 <vsm-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vsm -u /vsm/healthstatus -t 20
2025-01-21T02:22:54.940Z,In(05),host-2377,certificateauthority,Running the API Health command as user certauth,2025-01-21T02:22:54.940Z In(05) host-2377 <certificateauthority> Running the API Health command as user certauth
2025-01-21T02:22:54.940Z,In(05),host-2377,certificateauthority-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n certificateauthority -f /var/lib/vmware-certificateauthority/certificateauthority-health.xml -t 30,2025-01-21T02:22:54.940Z In(05) host-2377 <certificateauthority-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n certificateauthority -f /var/lib/vmware-certificateauthority/certificateauthority-health.xml -t 30
2025-01-21T02:22:54.940Z,In(05),host-2377,applmgmt,Running the API Health command as user,2025-01-21T02:22:54.940Z In(05) host-2377 <applmgmt> Running the API Health command as user
2025-01-21T02:22:54.940Z,In(05),host-2377,applmgmt-healthcmd,Constructed command: /usr/bin/python /usr/lib/applmgmt/applmgmt_vmonhealth.py,2025-01-21T02:22:54.940Z In(05) host-2377 <applmgmt-healthcmd> Constructed command: /usr/bin/python /usr/lib/applmgmt/applmgmt_vmonhealth.py
2025-01-21T02:22:54.940Z,In(05),host-2377,wcp,Running the API Health command as user wcp,2025-01-21T02:22:54.940Z In(05) host-2377 <wcp> Running the API Health command as user wcp
2025-01-21T02:22:54.940Z,In(05),host-2377,wcp-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10,2025-01-21T02:22:54.940Z In(05) host-2377 <wcp-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10
2025-01-21T02:22:54.940Z,In(05),host-2377,updatemgr,Running the API Health command as user updatemgr,2025-01-21T02:22:54.940Z In(05) host-2377 <updatemgr> Running the API Health command as user updatemgr
2025-01-21T02:22:54.940Z,In(05),host-2377,updatemgr-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-updatemgr/bin/updatemgr-vmon-apihealth.py,2025-01-21T02:22:54.940Z In(05) host-2377 <updatemgr-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-updatemgr/bin/updatemgr-vmon-apihealth.py
2025-01-21T02:22:54.941Z,In(05),host-2377,observability-vapi,Running the API Health command as user observability,2025-01-21T02:22:54.941Z In(05) host-2377 <observability-vapi> Running the API Health command as user observability
2025-01-21T02:22:54.941Z,In(05),host-2377,observability-vapi-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n observability-vapi -f /var/run/vmware-observability/observability-vapi-health.xml -t 30,2025-01-21T02:22:54.941Z In(05) host-2377 <observability-vapi-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n observability-vapi -f /var/run/vmware-observability/observability-vapi-health.xml -t 30
2025-01-21T02:22:54.941Z,In(05),host-2377,vstats,Running the API Health command as user vstatsuser,2025-01-21T02:22:54.941Z In(05) host-2377 <vstats> Running the API Health command as user vstatsuser
2025-01-21T02:22:54.941Z,In(05),host-2377,vstats-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vstats/scripts/vstatssvc-health.py,2025-01-21T02:22:54.941Z In(05) host-2377 <vstats-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vstats/scripts/vstatssvc-health.py
2025-01-21T02:22:54.941Z,In(05),host-2377,infraprofile,Running the API Health command as user infraprofile,2025-01-21T02:22:54.941Z In(05) host-2377 <infraprofile> Running the API Health command as user infraprofile
2025-01-21T02:22:54.941Z,In(05),host-2377,infraprofile-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n infraprofile -f /var/lib/vmware-infraprofile/infraprofile-health.xml -t 30,2025-01-21T02:22:54.941Z In(05) host-2377 <infraprofile-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n infraprofile -f /var/lib/vmware-infraprofile/infraprofile-health.xml -t 30
2025-01-21T02:22:54.941Z,In(05),host-2377,topologysvc,Running the API Health command as user topologysvc,2025-01-21T02:22:54.941Z In(05) host-2377 <topologysvc> Running the API Health command as user topologysvc
2025-01-21T02:22:54.941Z,In(05),host-2377,topologysvc-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n topologysvc -f /var/lib/vmware-topologysvc/topologysvc-health.xml -t 30,2025-01-21T02:22:54.941Z In(05) host-2377 <topologysvc-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n topologysvc -f /var/lib/vmware-topologysvc/topologysvc-health.xml -t 30
2025-01-21T02:22:54.942Z,In(05),host-2377,certificatemanagement,Running the API Health command as user certmgr,2025-01-21T02:22:54.942Z In(05) host-2377 <certificatemanagement> Running the API Health command as user certmgr
2025-01-21T02:22:54.942Z,In(05),host-2377,certificatemanagement-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n certificatemanagement -f /var/lib/vmware-certificatemanagement/certificatemanagement-health.xml -t 30,2025-01-21T02:22:54.942Z In(05) host-2377 <certificatemanagement-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n certificatemanagement -f /var/lib/vmware-certificatemanagement/certificatemanagement-health.xml -t 30
2025-01-21T02:22:54.942Z,In(05),host-2377,vsphere-ui,Running the API Health command as user vsphere-ui,2025-01-21T02:22:54.942Z In(05) host-2377 <vsphere-ui> Running the API Health command as user vsphere-ui
2025-01-21T02:22:54.942Z,In(05),host-2377,vsphere-ui-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vsphere-ui/scripts/vsphereUiHealthCmd.py -n vsphere-ui -u /ui/healthstatus -t 30 -d,2025-01-21T02:22:54.942Z In(05) host-2377 <vsphere-ui-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vsphere-ui/scripts/vsphereUiHealthCmd.py -n vsphere-ui -u /ui/healthstatus -t 30 -d
2025-01-21T02:22:55.345Z,In(05),host-2377,perfcharts,Running the API Health command as user perfcharts,2025-01-21T02:22:55.345Z In(05) host-2377 <perfcharts> Running the API Health command as user perfcharts
2025-01-21T02:22:55.345Z,In(05),host-2377,perfcharts-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n perfcharts -u /statsreport/healthstatus -t 10,2025-01-21T02:22:55.345Z In(05) host-2377 <perfcharts-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n perfcharts -u /statsreport/healthstatus -t 10
2025-01-21T02:22:55.754Z,In(05),host-2377,hvc,Running the API Health command as user hvc,2025-01-21T02:22:55.754Z In(05) host-2377 <hvc> Running the API Health command as user hvc
2025-01-21T02:22:55.754Z,In(05),host-2377,hvc-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n hvc -f /var/log/vmware/hvc/hvc-health.xml -t 30,2025-01-21T02:22:55.754Z In(05) host-2377 <hvc-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n hvc -f /var/log/vmware/hvc/hvc-health.xml -t 30
2025-01-21T02:22:55.754Z,In(05),host-2377,content-library,Running the API Health command as user content-library,2025-01-21T02:22:55.754Z In(05) host-2377 <content-library> Running the API Health command as user content-library
2025-01-21T02:22:55.754Z,In(05),host-2377,content-library-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n content-library -u /cls/cmhealthstatus -t 10,2025-01-21T02:22:55.754Z In(05) host-2377 <content-library-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n content-library -u /cls/cmhealthstatus -t 10
2025-01-21T02:22:55.805Z,In(05),host-2377,rbd,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:22:55.805Z In(05) host-2377 <rbd> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:22:55.996Z,In(05),host-2377,,In(05) host-2377 Successfully executed service batch operation API_HEALTH.,2025-01-21T02:22:55.996Z In(05) host-2377 Successfully executed service batch operation API_HEALTH.
2025-01-21T02:27:55.997Z,In(05),host-2377,,"In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17","2025-01-21T02:27:55.997Z In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17"
2025-01-21T02:27:55.997Z,In(05),host-2377,vmware-vpostgres,Running the API Health command as user vpostgres,2025-01-21T02:27:55.997Z In(05) host-2377 <vmware-vpostgres> Running the API Health command as user vpostgres
2025-01-21T02:27:55.997Z,In(05),host-2377,vmware-vpostgres-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml,2025-01-21T02:27:55.997Z In(05) host-2377 <vmware-vpostgres-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml
2025-01-21T02:27:55.997Z,In(05),host-2377,envoy-sidecar,Running the API Health command as user envoy-sidecar,2025-01-21T02:27:55.997Z In(05) host-2377 <envoy-sidecar> Running the API Health command as user envoy-sidecar
2025-01-21T02:27:55.997Z,In(05),host-2377,envoy-sidecar-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py,2025-01-21T02:27:55.997Z In(05) host-2377 <envoy-sidecar-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py
2025-01-21T02:27:55.997Z,In(05),host-2377,rhttpproxy,Running the API Health command as user rhttpproxy,2025-01-21T02:27:55.997Z In(05) host-2377 <rhttpproxy> Running the API Health command as user rhttpproxy
